timestamp,open,high,low,close,volume
2024-08-01 14:45:00,570.59,570.78,566.67,566.69,10682.71
2024-08-01 15:00:00,566.69,566.74,563.95,563.97,18839.86
2024-08-01 15:15:00,563.98,565.32,560.28,561.24,24270.42
2024-08-01 15:30:00,561.24,562.65,556.96,557.37,38890.94
2024-08-01 15:45:00,557.33,560.97,556.79,559.17,14430.73
2024-08-01 16:00:00,559.18,559.23,554.85,558.35,22827.16
2024-08-01 16:15:00,558.37,558.89,554.82,555.24,17378.27
2024-08-01 16:30:00,555.25,557.14,554.03,556.49,17009.93
2024-08-01 16:45:00,556.49,559.03,555.95,558.11,8042.76
2024-08-01 17:00:00,558.11,558.24,555.97,557.02,9169.69
2024-08-01 17:15:00,557.03,558.12,555.37,557.83,6476.09
2024-08-01 17:30:00,557.83,558.73,555.28,555.4,7319.9
2024-08-01 17:45:00,555.42,559.81,555.42,559.62,12201.02
2024-08-01 18:00:00,559.62,559.63,554.76,558.4,17167.42
2024-08-01 18:15:00,558.41,559.46,557.52,557.63,7472.44
2024-08-01 18:30:00,557.64,557.94,553.74,554.15,7593.33
2024-08-01 18:45:00,554.15,556.22,553.81,556.22,4435.97
2024-08-01 19:00:00,556.21,558.39,556.04,558.38,5132.6
2024-08-01 19:15:00,558.38,559.62,557.32,559.45,5258.06
2024-08-01 19:30:00,559.41,561.19,559.15,559.98,7046.92
2024-08-01 19:45:00,559.98,561.74,559.62,561.19,4024.08
2024-08-01 20:00:00,561.1,562.73,560.55,562.26,5352.47
2024-08-01 20:15:00,562.26,562.26,559.9,561.41,3927.95
2024-08-01 20:30:00,561.41,567.59,560.95,567.54,14183.11
2024-08-01 20:45:00,567.53,570.7,567.16,570.68,13034.33
2024-08-01 21:00:00,570.67,571.99,570.09,570.79,8825.3
2024-08-01 21:15:00,570.79,572.55,569.74,572.49,4183.48
2024-08-01 21:30:00,572.49,573.21,571.68,572.96,2707.84
2024-08-01 21:45:00,572.95,574.66,572.09,572.58,6017.64
2024-08-01 22:00:00,572.58,576.12,572.4,576.02,7861.76
2024-08-01 22:15:00,576.02,577.9,575.89,577.34,11502.33
2024-08-01 22:30:00,577.34,577.84,574.96,575.8,8788.21
2024-08-01 22:45:00,575.8,577.05,575.32,576.08,5553.23
2024-08-01 23:00:00,576.08,576.97,574.82,575.66,5991.53
2024-08-01 23:15:00,575.66,576.03,574.54,575.17,4314.75
2024-08-01 23:30:00,575.17,575.84,573.98,575.68,4303.29
2024-08-01 23:45:00,575.67,576.1,574.64,575.37,5551.36
2024-08-02 00:00:00,575.38,577.17,575.34,576.71,5563.84
2024-08-02 00:15:00,576.7,577.97,575.2,575.26,7292.25
2024-08-02 00:30:00,575.25,576.56,575.13,576.06,3503.55
2024-08-02 00:45:00,576.08,577.02,575.18,575.28,6717.08
2024-08-02 01:00:00,575.27,575.27,571.68,572.85,11111.13
2024-08-02 01:15:00,572.9,572.9,570.5,571.15,7553.95
2024-08-02 01:30:00,571.14,571.69,569.53,571.68,6556.61
2024-08-02 01:45:00,571.67,572.0,570.19,570.22,3581.01
2024-08-02 02:00:00,570.25,572.55,570.23,570.85,3222.51
2024-08-02 02:15:00,570.85,571.44,565.46,566.06,12945.34
2024-08-02 02:30:00,566.06,568.48,564.21,568.17,14899.19
2024-08-02 02:45:00,568.16,569.39,566.9,568.64,6621.37
2024-08-02 03:00:00,568.64,569.92,567.92,568.96,5854.07
2024-08-02 03:15:00,568.99,571.31,568.59,571.25,4442.8
2024-08-02 03:30:00,571.25,572.18,570.34,571.18,4193.01
2024-08-02 03:45:00,571.18,572.68,571.17,572.27,3584.97
2024-08-02 04:00:00,572.28,573.15,571.59,572.71,3352.1
2024-08-02 04:15:00,572.7,573.25,571.66,572.32,4226.5
2024-08-02 04:30:00,572.33,573.15,571.6,573.14,2663.67
2024-08-02 04:45:00,573.14,573.49,572.26,573.34,4304.96
2024-08-02 05:00:00,573.34,573.44,571.14,571.16,3381.35
2024-08-02 05:15:00,571.16,572.7,570.37,572.52,3857.93
2024-08-02 05:30:00,572.52,572.58,569.79,569.81,3982.23
2024-08-02 05:45:00,569.82,570.68,567.98,568.4,7216.99
2024-08-02 06:00:00,568.41,569.21,566.58,567.3,6538.19
2024-08-02 06:15:00,567.28,567.87,564.11,564.49,11727.04
2024-08-02 06:30:00,564.49,569.4,563.77,569.4,11392.46
2024-08-02 06:45:00,569.4,571.72,568.95,570.87,8754.1
2024-08-02 07:00:00,570.84,571.34,568.81,569.58,5952.93
2024-08-02 07:15:00,569.61,571.5,568.44,571.08,5877.9
2024-08-02 07:30:00,571.07,572.43,570.11,571.19,4794.3
2024-08-02 07:45:00,571.23,571.47,570.54,570.98,2893.53
2024-08-02 08:00:00,570.98,571.81,569.39,569.4,6576.18
2024-08-02 08:15:00,569.41,570.97,568.5,570.97,5648.05
2024-08-02 08:30:00,570.97,571.51,570.21,571.31,4859.82
2024-08-02 08:45:00,571.3,572.44,570.95,572.44,3175.18
2024-08-02 09:00:00,572.43,573.25,571.18,571.63,4659.9
2024-08-02 09:15:00,571.63,572.85,570.93,572.47,3259.99
2024-08-02 09:30:00,572.47,573.16,571.62,573.0,3261.1
2024-08-02 09:45:00,573.0,573.29,571.95,572.08,2401.54
2024-08-02 10:00:00,572.09,572.5,571.24,571.55,2131.09
2024-08-02 10:15:00,571.56,572.1,570.88,571.83,3405.48
2024-08-02 10:30:00,571.83,572.16,571.06,572.01,1832.51
2024-08-02 10:45:00,572.01,574.1,571.87,573.37,5166.45
2024-08-02 11:00:00,573.36,574.5,573.29,574.2,4460.36
2024-08-02 11:15:00,574.2,575.81,573.84,574.91,6538.09
2024-08-02 11:30:00,574.91,575.35,573.5,573.78,4064.74
2024-08-02 11:45:00,573.78,574.44,573.25,573.74,2887.48
2024-08-02 12:00:00,573.75,574.69,573.08,573.11,3119.61
2024-08-02 12:15:00,573.12,573.41,571.6,571.92,4681.01
2024-08-02 12:30:00,571.91,573.5,570.3,570.4,18621.88
2024-08-02 12:45:00,570.41,573.61,570.3,573.42,6761.8
2024-08-02 13:00:00,573.42,574.0,572.15,573.19,3812.49
2024-08-02 13:15:00,573.18,574.13,572.59,573.65,4088.91
2024-08-02 13:30:00,573.64,576.53,573.41,576.16,9335.9
2024-08-02 13:45:00,576.16,576.95,574.01,574.66,7367.96
2024-08-02 14:00:00,574.66,575.37,569.09,570.55,22208.84
2024-08-02 14:15:00,570.55,572.45,569.6,572.23,7816.31
2024-08-02 14:30:00,572.22,573.21,566.0,566.09,20753.64
2024-08-02 14:45:00,566.1,567.82,559.32,559.66,30790.41
2024-08-02 15:00:00,559.66,560.36,550.0,550.09,55628.44
2024-08-02 15:15:00,550.12,553.07,547.04,551.91,38507.37
2024-08-02 15:30:00,551.91,558.9,550.59,558.4,26273.85
2024-08-02 15:45:00,558.41,560.56,556.45,559.0,18223.3
2024-08-02 16:00:00,558.98,559.52,555.43,556.04,15999.54
2024-08-02 16:15:00,556.04,557.2,554.86,555.14,8877.48
2024-08-02 16:30:00,555.16,559.13,554.26,558.92,13467.94
2024-08-02 16:45:00,558.92,559.61,556.27,556.98,7708.64
2024-08-02 17:00:00,557.0,559.39,555.74,559.36,7796.79
2024-08-02 17:15:00,559.36,559.68,558.21,559.11,5325.27
2024-08-02 17:30:00,559.1,560.48,558.78,559.8,5071.8
2024-08-02 17:45:00,559.8,560.03,557.44,558.15,3653.97
2024-08-02 18:00:00,558.14,558.24,556.06,557.13,5431.61
2024-08-02 18:15:00,557.15,558.67,556.73,557.43,3083.24
2024-08-02 18:30:00,557.43,558.92,556.64,557.18,3313.89
2024-08-02 18:45:00,557.19,557.71,555.61,556.86,3411.08
2024-08-02 19:00:00,556.86,557.18,554.85,555.78,5017.13
2024-08-02 19:15:00,555.77,557.55,555.12,555.78,3894.98
2024-08-02 19:30:00,555.78,556.42,553.3,555.5,7610.6
2024-08-02 19:45:00,555.5,556.28,553.73,555.29,5983.05
2024-08-02 20:00:00,555.29,558.33,555.11,556.57,9464.02
2024-08-02 20:15:00,556.57,557.54,551.33,554.15,11943.13
2024-08-02 20:30:00,554.11,555.23,552.95,555.01,8632.28
2024-08-02 20:45:00,555.01,556.2,554.56,555.71,5306.46
2024-08-02 21:00:00,555.71,555.71,550.15,550.25,9152.42
2024-08-02 21:15:00,550.28,552.33,548.0,548.11,16909.23
2024-08-02 21:30:00,548.12,551.77,545.18,551.38,15447.52
2024-08-02 21:45:00,551.36,551.54,550.25,550.34,4689.22
2024-08-02 22:00:00,550.35,551.99,549.9,551.1,5662.57
2024-08-02 22:15:00,551.11,551.34,548.55,549.16,9152.13
2024-08-02 22:30:00,549.16,549.18,540.72,542.77,36275.85
2024-08-02 22:45:00,542.77,543.17,540.71,542.83,12918.96
2024-08-02 23:00:00,542.87,545.94,540.8,545.64,13427.16
2024-08-02 23:15:00,545.64,545.78,543.56,545.51,5025.38
2024-08-02 23:30:00,545.5,545.63,542.1,542.98,6939.67
2024-08-02 23:45:00,542.98,544.19,542.96,543.15,4797.85
2024-08-03 00:00:00,543.15,543.93,541.47,543.17,8950.6
2024-08-03 00:15:00,543.16,544.05,540.97,540.98,5569.66
2024-08-03 00:30:00,540.98,541.16,535.16,537.99,33293.65
2024-08-03 00:45:00,538.0,538.85,532.0,534.11,23880.81
2024-08-03 01:00:00,534.11,534.79,526.14,528.03,40484.25
2024-08-03 01:15:00,528.04,534.39,526.51,533.97,22077.45
2024-08-03 01:30:00,533.97,535.87,531.79,533.26,14753.69
2024-08-03 01:45:00,533.22,535.89,532.9,535.18,7139.98
2024-08-03 02:00:00,535.19,538.69,535.04,537.37,11743.8
2024-08-03 02:15:00,537.36,539.46,535.64,536.25,9352.39
2024-08-03 02:30:00,536.25,537.7,535.99,537.56,3809.0
2024-08-03 02:45:00,537.57,537.83,536.5,537.31,3559.87
2024-08-03 03:00:00,537.3,539.39,535.97,539.26,5027.85
2024-08-03 03:15:00,539.25,540.42,538.5,540.25,8572.43
2024-08-03 03:30:00,540.24,542.11,539.8,541.95,6367.11
2024-08-03 03:45:00,541.95,542.35,541.12,542.25,4442.59
2024-08-03 04:00:00,542.25,542.87,539.56,540.68,10231.87
2024-08-03 04:15:00,540.68,541.98,540.27,541.86,3295.32
2024-08-03 04:30:00,541.87,542.51,541.36,541.81,2981.04
2024-08-03 04:45:00,541.81,541.82,540.1,540.9,3874.19
2024-08-03 05:00:00,540.9,542.49,540.56,541.86,4344.09
2024-08-03 05:15:00,541.87,542.38,541.47,542.32,1885.63
2024-08-03 05:30:00,542.32,543.24,541.56,541.56,2416.31
2024-08-03 05:45:00,541.56,542.77,541.56,542.51,3085.01
2024-08-03 06:00:00,542.51,543.57,542.19,543.08,2867.32
2024-08-03 06:15:00,543.09,543.68,542.43,543.14,1890.97
2024-08-03 06:30:00,543.14,544.67,542.91,544.48,4041.72
2024-08-03 06:45:00,544.48,544.74,544.02,544.73,1978.59
2024-08-03 07:00:00,544.72,545.5,543.51,543.58,5179.71
2024-08-03 07:15:00,543.58,543.88,542.77,543.63,2557.1
2024-08-03 07:30:00,543.63,544.36,542.74,542.76,3227.62
2024-08-03 07:45:00,542.75,542.76,540.87,541.05,6279.88
2024-08-03 08:00:00,541.04,541.82,540.1,540.48,7258.71
2024-08-03 08:15:00,540.48,540.5,538.54,539.93,10600.88
2024-08-03 08:30:00,539.92,539.98,537.22,537.3,5827.82
2024-08-03 08:45:00,537.33,539.61,536.82,539.29,7354.01
2024-08-03 09:00:00,539.3,539.37,537.4,538.39,4318.76
2024-08-03 09:15:00,538.37,539.14,537.42,538.98,2818.35
2024-08-03 09:30:00,538.99,539.85,538.33,539.7,3013.56
2024-08-03 09:45:00,539.7,540.11,539.09,540.0,2303.52
2024-08-03 10:00:00,540.01,540.22,539.45,540.1,1658.9
2024-08-03 10:15:00,540.1,540.33,538.79,539.45,2435.26
2024-08-03 10:30:00,539.44,540.93,539.24,540.42,3793.01
2024-08-03 10:45:00,540.42,541.48,540.07,540.51,3715.23
2024-08-03 11:00:00,540.51,541.19,540.28,541.12,2923.99
2024-08-03 11:15:00,541.12,541.13,540.12,540.6,2230.72
2024-08-03 11:30:00,540.6,541.27,540.3,541.26,1728.95
2024-08-03 11:45:00,541.26,541.94,541.03,541.38,2022.7
2024-08-03 12:00:00,541.39,542.0,540.85,541.94,3205.85
2024-08-03 12:15:00,541.94,544.57,541.38,543.88,9100.66
2024-08-03 12:30:00,543.87,544.51,543.01,543.01,3808.98
2024-08-03 12:45:00,543.02,543.14,541.04,542.43,4868.11
2024-08-03 13:00:00,542.43,542.96,541.29,541.79,4138.13
2024-08-03 13:15:00,541.8,543.43,541.62,542.44,4411.08
2024-08-03 13:30:00,542.44,543.63,541.68,541.91,3293.25
2024-08-03 13:45:00,541.9,543.12,541.52,543.12,2270.94
2024-08-03 14:00:00,543.12,544.42,542.44,543.1,2851.14
2024-08-03 14:15:00,543.1,544.62,542.78,544.62,2495.04
2024-08-03 14:30:00,544.61,545.26,543.5,543.92,3817.69
2024-08-03 14:45:00,543.93,544.0,542.23,542.6,2869.38
2024-08-03 15:00:00,542.61,543.61,542.21,542.53,1804.23
2024-08-03 15:15:00,542.53,542.61,538.17,538.29,9784.11
2024-08-03 15:30:00,538.35,539.64,534.01,534.87,19802.57
2024-08-03 15:45:00,534.88,535.68,531.5,532.16,15453.38
2024-08-03 16:00:00,532.15,532.94,530.21,530.83,15806.4
2024-08-03 16:15:00,530.76,531.95,527.22,531.71,31209.13
2024-08-03 16:30:00,531.7,534.19,529.14,530.47,23436.53
2024-08-03 16:45:00,530.48,532.68,529.22,531.65,12521.0
2024-08-03 17:00:00,531.65,532.43,528.18,529.54,11792.08
2024-08-03 17:15:00,529.54,529.54,525.35,528.68,19822.07
2024-08-03 17:30:00,528.68,530.82,526.04,530.38,11847.09
2024-08-03 17:45:00,530.39,530.79,525.74,527.85,15620.11
2024-08-03 18:00:00,527.85,529.11,526.26,528.39,9736.08
2024-08-03 18:15:00,528.47,529.77,526.66,527.34,8631.46
2024-08-03 18:30:00,527.33,528.73,525.32,528.48,10970.85
2024-08-03 18:45:00,528.48,528.6,526.73,527.67,5180.1
2024-08-03 19:00:00,527.68,528.72,526.97,527.79,4971.86
2024-08-03 19:15:00,527.79,527.99,522.75,522.95,13694.38
2024-08-03 19:30:00,522.96,526.52,522.81,525.59,8132.61
2024-08-03 19:45:00,525.52,527.95,523.44,523.57,8728.01
2024-08-03 20:00:00,523.57,524.46,521.88,524.12,10984.56
2024-08-03 20:15:00,524.12,527.23,522.9,527.02,7721.99
2024-08-03 20:30:00,527.01,528.13,526.1,526.42,3603.8
2024-08-03 20:45:00,526.41,527.07,523.47,524.52,3808.05
2024-08-03 21:00:00,524.52,526.01,521.36,524.77,11185.38
2024-08-03 21:15:00,524.76,527.54,524.62,525.87,11855.15
2024-08-03 21:30:00,525.88,527.95,525.74,527.44,3251.53
2024-08-03 21:45:00,527.45,528.68,527.28,528.09,3931.63
2024-08-03 22:00:00,528.1,529.48,526.78,528.24,6119.32
2024-08-03 22:15:00,528.23,528.31,526.07,527.19,2911.53
2024-08-03 22:30:00,527.2,529.3,526.91,528.27,4321.23
2024-08-03 22:45:00,528.27,529.12,528.0,528.07,2403.43
2024-08-03 23:00:00,528.07,528.7,526.5,527.77,5976.47
2024-08-03 23:15:00,527.77,530.69,527.65,530.5,7048.36
2024-08-03 23:30:00,530.49,530.5,529.22,530.23,5307.12
2024-08-03 23:45:00,530.23,530.6,529.38,529.64,2280.51
2024-08-04 00:00:00,529.7,530.81,528.83,530.15,5580.35
2024-08-04 00:15:00,530.15,531.33,529.0,529.38,3844.5
2024-08-04 00:30:00,529.37,531.28,528.74,531.03,2622.87
2024-08-04 00:45:00,531.0,532.09,530.46,532.09,3751.0
2024-08-04 01:00:00,532.08,532.32,528.92,530.3,4292.22
2024-08-04 01:15:00,530.3,531.6,529.69,530.13,2511.9
2024-08-04 01:30:00,530.12,530.31,527.11,527.66,5050.23
2024-08-04 01:45:00,527.67,529.94,527.37,529.55,2557.75
2024-08-04 02:00:00,529.55,530.87,528.8,528.99,7537.68
2024-08-04 02:15:00,529.0,530.87,528.72,530.76,2514.13
2024-08-04 02:30:00,530.75,532.12,528.5,528.54,4525.81
2024-08-04 02:45:00,528.55,530.21,528.36,530.06,3778.26
2024-08-04 03:00:00,530.07,530.14,527.83,528.2,3912.98
2024-08-04 03:15:00,528.19,529.53,527.9,528.64,4107.14
2024-08-04 03:30:00,528.64,529.19,527.95,528.14,2132.5
2024-08-04 03:45:00,528.13,528.66,527.64,528.47,1966.48
2024-08-04 04:00:00,528.46,529.24,527.28,528.12,5720.7
2024-08-04 04:15:00,528.11,529.57,528.03,529.35,3695.0
2024-08-04 04:30:00,529.35,529.82,527.3,527.67,3497.86
2024-08-04 04:45:00,527.68,528.14,526.4,526.99,3981.91
2024-08-04 05:00:00,526.99,527.9,526.86,527.49,1950.16
2024-08-04 05:15:00,527.48,528.18,527.33,528.17,803.23
2024-08-04 05:30:00,528.17,529.38,527.89,528.57,2629.73
2024-08-04 05:45:00,528.58,528.77,528.02,528.3,1854.13
2024-08-04 06:00:00,528.31,528.9,527.8,527.82,1713.99
2024-08-04 06:15:00,527.82,528.87,527.69,528.42,1561.68
2024-08-04 06:30:00,528.43,529.1,527.94,528.53,2540.15
2024-08-04 06:45:00,528.53,528.95,528.06,528.17,3160.71
2024-08-04 07:00:00,528.17,528.44,527.85,528.13,1936.85
2024-08-04 07:15:00,528.13,528.43,527.16,527.16,1522.97
2024-08-04 07:30:00,527.16,527.21,522.79,523.29,11629.22
2024-08-04 07:45:00,523.3,523.96,521.87,523.76,11431.56
2024-08-04 08:00:00,523.75,524.64,520.77,522.21,13555.43
2024-08-04 08:15:00,522.22,524.88,521.67,523.89,5708.48
2024-08-04 08:30:00,523.89,526.39,523.89,526.27,7034.91
2024-08-04 08:45:00,526.27,527.0,524.74,525.1,4969.13
2024-08-04 09:00:00,525.11,527.09,524.47,526.91,2844.63
2024-08-04 09:15:00,526.91,527.3,525.95,526.68,2398.66
2024-08-04 09:30:00,526.69,526.9,525.84,526.05,2968.11
2024-08-04 09:45:00,526.04,527.09,525.91,525.98,2884.62
2024-08-04 10:00:00,525.98,526.15,524.84,525.04,2855.57
2024-08-04 10:15:00,525.04,526.96,525.0,526.15,3201.12
2024-08-04 10:30:00,526.16,526.49,525.45,526.24,1348.43
2024-08-04 10:45:00,526.25,527.39,526.0,527.06,2790.02
2024-08-04 11:00:00,527.06,527.78,526.98,527.1,4066.19
2024-08-04 11:15:00,527.1,527.94,527.1,527.58,1223.49
2024-08-04 11:30:00,527.58,528.18,525.9,526.15,6910.47
2024-08-04 11:45:00,526.16,526.47,524.84,525.59,4758.15
2024-08-04 12:00:00,525.59,526.78,524.84,525.26,4148.07
2024-08-04 12:15:00,525.25,526.08,525.02,525.38,2728.65
2024-08-04 12:30:00,525.38,526.9,525.33,526.74,3926.25
2024-08-04 12:45:00,526.75,527.71,526.52,527.31,3565.0
2024-08-04 13:00:00,527.31,527.8,526.12,526.35,3472.78
2024-08-04 13:15:00,526.35,526.93,525.8,526.62,2696.14
2024-08-04 13:30:00,526.61,527.32,525.64,526.24,2500.38
2024-08-04 13:45:00,526.25,526.25,525.15,525.15,1591.74
2024-08-04 14:00:00,525.16,525.5,520.1,520.24,15697.37
2024-08-04 14:15:00,520.25,520.82,516.53,516.82,24552.86
2024-08-04 14:30:00,516.82,517.67,510.7,511.25,37107.77
2024-08-04 14:45:00,511.24,512.43,507.2,508.58,39725.46
2024-08-04 15:00:00,508.57,508.66,501.0,503.35,69182.39
2024-08-04 15:15:00,503.37,506.86,502.74,504.76,22044.83
2024-08-04 15:30:00,504.75,507.43,503.66,504.88,20377.16
2024-08-04 15:45:00,504.88,504.9,501.0,501.93,19248.63
2024-08-04 16:00:00,501.94,504.83,500.4,503.59,25598.71
2024-08-04 16:15:00,503.59,503.9,501.19,502.95,13431.78
2024-08-04 16:30:00,502.95,503.69,501.41,502.88,10724.17
2024-08-04 16:45:00,502.87,503.24,500.01,500.6,13903.32
2024-08-04 17:00:00,500.58,501.49,490.07,493.11,65248.15
2024-08-04 17:15:00,493.11,497.53,492.23,496.2,29445.26
2024-08-04 17:30:00,496.19,497.17,486.14,488.18,36563.23
2024-08-04 17:45:00,488.25,496.79,488.11,495.44,37277.88
2024-08-04 18:00:00,495.44,496.71,493.0,494.65,26634.8
2024-08-04 18:15:00,494.66,498.1,493.32,497.65,25415.81
2024-08-04 18:30:00,497.65,500.6,496.86,499.85,18457.79
2024-08-04 18:45:00,499.86,504.44,498.36,503.74,22763.98
2024-08-04 19:00:00,503.73,505.7,500.51,505.69,16625.29
2024-08-04 19:15:00,505.68,509.9,505.26,509.84,16229.31
2024-08-04 19:30:00,509.84,509.93,506.39,508.68,10896.73
2024-08-04 19:45:00,508.68,509.99,506.39,507.94,8963.88
2024-08-04 20:00:00,507.93,511.65,506.73,510.35,8702.65
2024-08-04 20:15:00,510.36,510.96,506.64,508.08,18902.58
2024-08-04 20:30:00,508.09,508.93,504.0,504.59,10394.7
2024-08-04 20:45:00,504.59,508.2,504.22,507.14,5932.94
2024-08-04 21:00:00,507.13,507.29,505.32,506.02,5082.73
2024-08-04 21:15:00,506.01,506.32,502.46,502.99,7288.86
2024-08-04 21:30:00,502.98,504.1,502.19,503.76,3550.44
2024-08-04 21:45:00,503.77,504.14,501.37,502.27,3952.22
2024-08-04 22:00:00,502.28,506.18,501.26,504.75,8501.93
2024-08-04 22:15:00,504.76,505.53,502.12,504.1,5584.8
2024-08-04 22:30:00,504.09,506.96,503.76,505.23,13949.16
2024-08-04 22:45:00,505.23,505.57,503.24,503.66,5029.39
2024-08-04 23:00:00,503.65,504.1,500.52,500.53,6616.63
2024-08-04 23:15:00,500.53,501.03,498.48,500.41,13023.83
2024-08-04 23:30:00,500.42,500.71,498.29,499.11,5969.41
2024-08-04 23:45:00,499.11,499.11,496.16,496.92,10378.96
2024-08-05 00:00:00,496.92,500.01,491.48,491.57,23566.92
2024-08-05 00:15:00,491.58,498.38,489.01,489.71,38885.06
2024-08-05 00:30:00,489.71,491.89,481.54,481.55,70600.37
2024-08-05 00:45:00,481.55,485.68,472.01,476.79,80847.67
2024-08-05 01:00:00,476.76,478.17,425.83,452.95,258580.02
2024-08-05 01:15:00,452.85,465.74,444.6,455.04,152086.63
2024-08-05 01:30:00,455.04,460.34,448.94,458.38,68544.08
2024-08-05 01:45:00,458.38,458.38,449.24,452.73,60717.58
2024-08-05 02:00:00,452.7,453.8,442.58,445.9,75937.29
2024-08-05 02:15:00,445.9,452.06,440.74,450.39,61582.61
2024-08-05 02:30:00,450.39,453.15,441.59,442.8,41778.24
2024-08-05 02:45:00,442.8,454.02,441.85,453.09,47081.44
2024-08-05 03:00:00,453.1,453.59,444.5,446.39,43185.42
2024-08-05 03:15:00,446.44,450.58,445.0,446.9,28284.1
2024-08-05 03:30:00,446.89,448.61,445.71,448.21,22707.74
2024-08-05 03:45:00,448.21,448.94,441.6,442.03,26081.25
2024-08-05 04:00:00,441.95,449.49,441.49,449.39,33597.7
2024-08-05 04:15:00,449.39,450.55,444.1,444.43,27232.24
2024-08-05 04:30:00,444.43,445.7,441.61,443.21,22040.4
2024-08-05 04:45:00,443.21,444.29,438.95,439.21,27138.8
2024-08-05 05:00:00,439.2,439.76,426.0,433.1,94106.23
2024-08-05 05:15:00,433.01,440.54,428.08,438.51,59944.58
2024-08-05 05:30:00,438.52,442.25,433.84,436.3,39473.67
2024-08-05 05:45:00,436.29,438.78,432.68,433.33,39318.17
2024-08-05 06:00:00,433.48,436.28,425.28,425.69,79691.94
2024-08-05 06:15:00,425.69,428.67,397.29,410.07,240659.66
