timestamp,open,high,low,close,volume
2026-08-17 23:00:00,1903.59,1907.75,1903.0,1907.22,13736.059
2026-08-17 23:15:00,1907.21,1914.83,1907.21,1914.76,30018.604
2026-08-17 23:30:00,1914.76,1918.0,1911.69,1911.7,61838.305
2026-08-17 23:45:00,1911.69,1913.85,1911.4,1912.7,14175.385
2026-08-18 00:00:00,1912.7,1913.63,1909.3,1909.81,16027.228
2026-08-18 00:15:00,1909.81,1912.32,1909.8,1911.16,10940.802
2026-08-18 00:30:00,1911.16,1911.28,1907.77,1909.12,14596.543
2026-08-18 00:45:00,1909.11,1909.5,1908.11,1909.4,8214.347
2026-08-18 01:00:00,1909.4,1909.58,1905.21,1907.27,15672.353
2026-08-18 01:15:00,1907.27,1907.64,1906.0,1906.45,9114.202
2026-08-18 01:30:00,1906.46,1907.04,1903.0,1904.11,15964.856
2026-08-18 01:45:00,1904.11,1904.12,1898.69,1900.46,58337.542
2026-08-18 02:00:00,1900.45,1902.66,1898.64,1898.7,25678.54
2026-08-18 02:15:00,1898.7,1899.7,1896.68,1896.73,29067.58
2026-08-18 02:30:00,1896.72,1897.39,1893.01,1893.49,41866.103
2026-08-18 02:45:00,1893.49,1895.75,1888.23,1892.13,103194.975
2026-08-18 03:00:00,1892.13,1894.39,1890.51,1890.69,24280.398
2026-08-18 03:15:00,1890.7,1893.0,1888.34,1890.11,35822.907
2026-08-18 03:30:00,1890.1,1894.6,1884.2,1894.6,83333.348
2026-08-18 03:45:00,1894.59,1894.6,1892.79,1893.68,28130.423
2026-08-18 04:00:00,1893.67,1894.78,1890.54,1894.22,20715.442
2026-08-18 04:15:00,1894.21,1894.22,1893.0,1894.06,8496.79
2026-08-18 04:30:00,1894.06,1896.61,1894.05,1895.96,18029.564
2026-08-18 04:45:00,1895.96,1896.87,1894.9,1895.77,11447.622
2026-08-18 05:00:00,1895.77,1897.8,1894.27,1896.94,15697.949
2026-08-18 05:15:00,1896.94,1897.6,1894.91,1895.21,11341.167
2026-08-18 05:30:00,1895.2,1896.1,1891.68,1895.85,22624.653
2026-08-18 05:45:00,1895.85,1895.85,1894.0,1894.57,9075.444
2026-08-18 06:00:00,1894.56,1896.25,1892.58,1895.37,14110.471
2026-08-18 06:15:00,1895.36,1899.75,1895.24,1899.15,22779.385
2026-08-18 06:30:00,1899.14,1906.25,1899.14,1904.68,53720.006
2026-08-18 06:45:00,1904.68,1905.3,1900.28,1902.02,25329.611
2026-08-18 07:00:00,1902.02,1902.58,1900.7,1901.61,11011.783
2026-08-18 07:15:00,1901.6,1902.0,1898.41,1898.42,12579.826
2026-08-18 07:30:00,1898.41,1901.38,1897.8,1899.44,16571.772
2026-08-18 07:45:00,1899.43,1899.44,1896.19,1897.69,15039.303
2026-08-18 08:00:00,1897.69,1898.11,1892.68,1896.24,34747.035
2026-08-18 08:15:00,1896.24,1899.4,1895.94,1897.01,19622.711
2026-08-18 08:30:00,1897.0,1901.07,1896.51,1899.14,10633.071
2026-08-18 08:45:00,1899.14,1899.56,1897.12,1899.36,6441.849
2026-08-18 09:00:00,1899.35,1899.35,1897.13,1898.01,7384.183
2026-08-18 09:15:00,1898.01,1898.16,1894.52,1895.29,11969.209
2026-08-18 09:30:00,1895.28,1896.75,1894.81,1895.62,11400.542
2026-08-18 09:45:00,1895.61,1896.59,1894.9,1895.83,7763.7
2026-08-18 10:00:00,1895.84,1897.34,1894.14,1895.12,10787.646
2026-08-18 10:15:00,1895.13,1896.05,1894.31,1895.9,5199.68
2026-08-18 10:30:00,1895.9,1898.4,1895.74,1896.31,11304.672
2026-08-18 10:45:00,1896.31,1897.56,1896.3,1897.09,6777.793
2026-08-18 11:00:00,1897.09,1901.23,1896.66,1901.23,27504.623
2026-08-18 11:15:00,1901.22,1904.99,1901.22,1903.84,25796.388
2026-08-18 11:30:00,1903.84,1904.43,1903.0,1903.7,17192.269
2026-08-18 11:45:00,1903.7,1904.45,1901.8,1902.31,14117.314
2026-08-18 12:00:00,1902.31,1903.28,1900.17,1900.65,11433.547
2026-08-18 12:15:00,1900.64,1901.86,1899.74,1900.77,9835.898
2026-08-18 12:30:00,1900.76,1900.92,1898.61,1898.72,10547.386
2026-08-18 12:45:00,1898.72,1900.0,1898.13,1898.47,9752.313
2026-08-18 13:00:00,1898.46,1898.46,1895.8,1897.12,17465.883
2026-08-18 13:15:00,1897.12,1897.18,1894.64,1894.89,16138.882
2026-08-18 13:30:00,1894.89,1899.14,1893.07,1896.24,60660.268
2026-08-18 13:45:00,1896.24,1899.26,1893.8,1897.05,28234.135
2026-08-18 14:00:00,1897.05,1901.42,1896.67,1896.99,27689.223
2026-08-18 14:15:00,1897.0,1919.61,1896.18,1917.5,188244.316
2026-08-18 14:30:00,1917.51,1922.72,1910.14,1911.41,203146.991
